type;name;gnd-id;gnd-url;bemerkungen;gnd-name;lobid-search-url;j-special;j-geburt;j-tod
persName;Julius Pianka, Ferdinand Gregorovius, Leopold Pianka und Gustav Gregorovius;;;;"Pianka, Julius; Gregorovius, Ferdinand; Pianka, Leopold; Gregorovius, Gustav";;1818–1892, 1821–1891, 1820–1870, 1810–1862 ;;
persName;Alfredo d’Andrade, Giovanni Scanzi, Francesco Semino, Maurizio Dufour, Lazzaro Negrotto Cambiaso;;;;"d'Andrade, Alfredo; Scanzi, Giovanni; Semino, Francesco; Dufour, Maurizio; Cambiaso Negrotto, Lazzaro";;1839–1915, 1840–1915,1832–1883, 1826–1897, 1823–1902;;
persName;Ignazio Ciampi, Quirino Leoni, Filippo Cagiati;;;;"Ciampi, Ignazio; Leoni, Quirino; Cagiati, Filippo";;1824–1880, 1828–1897, 1821–1896;;
persName;Karl Lindemann-Frommel, Raffaele Mariano;;;;"Lindemann-Frommel, Karl; Mariano, Raffaele";;1819–1891, 1840–1912;;
persName;Karl Lindemann-Frommel, Gabriella Erhardt;;;;"Lindemann-Frommel, Karl; Erhardt, Gabriella";;1819–1891, 1858–1920;;
persName;Theodor Ackermann;116006064;;;Ackermann, Theodor;;;1827;1911
persName;Adelheid Herzogin von Schleswig-Holstein-Sonderburg-Augustenburg;137649010;;;Adelheid Herzogin von Schleswig-Holstein-Sonderburg-Augustenburg;;;1835;1900
persName;Julia Fedorovna Abaza;;;;Abaza, Julia Fedorovna Abaza;http://lobid.org/gnd/search?q=Julia+Fedorovna+Abaza;;1830;1915
persName;John Emerich Edward Dalberg Acton;118646796;http://d-nb.info/gnd/118646796;;Acton, John Emerich Edward Dalberg;http://lobid.org/gnd/search?q=John+Emerich+Edward+Dalberg+Acton;;1834;1902
persName;Aleardo Aleardi;11864453X;http://d-nb.info/gnd/11864453X;;Aleardi, Aleardo;http://lobid.org/gnd/search?q=Aleardo+Aleardi;;1812;1878
persName;Clemens August Alertz;103106677;http://d-nb.info/gnd/103106677;;Alertz, Klemens August;http://lobid.org/gnd/search?q=Clemens+August+Alertz;;1800;1866
orgName;Accademia dei Quinti, Rom (Präsident);;;;Accademia dei Quinti, Rom;;;;
orgName;Allgemeine Zeitung (Redaktion);4141947-9;http://d-nb.info/gnd/4141947-9;;Allgemeine Zeitung;http://lobid.org/gnd/search?q=Allgemeine+Zeitung+(Redaktion);;;
persName;August Joseph Altenhöfer;116293748;;;Altenhöfer, August Joseph;http://lobid.org/gnd/search?q=August+Joseph+Altenhöfer;;1804;1876
persName;Friedrich Althaus;116010436 ;;;Althaus, Friedrich;http://lobid.org/gnd/search?q=Friedrich+Althaus;;1829;1897
persName;Michele Amari;116297034;http://d-nb.info/gnd/116297034;;Amari, Michele;http://lobid.org/gnd/search?q=Michele+Amari;;1806;1889
persName;Raffaele Ambrosi de Magistris;123436060;;;Ambrosi de Magistris, Raffaele;http://lobid.org/gnd/search?q=Raffaele+Ambrosi+de+Magistris;;1831;1900
persName;Jean-Jacques Ampère;100009670;;;Ampère, Jean-Jacques;http://lobid.org/gnd/search?q=Jean-Jacques+Ampère;;1800;1864
persName;Angelo Angelucci;123253667;http://d-nb.info/gnd/123253667;;Angelucci, Angelo;http://lobid.org/gnd/search?q=Angelo+Angelucci;;1816;1891
persName;Giacomo Antonelli;116016671;http://d-nb.info/gnd/116016671;;Antonelli, Giacomo;http://lobid.org/gnd/search?q=Giacomo+Antonelli;;1806;1876
persName;Giuseppe Antonelli;1050695542;;;Antonelli, Giuseppe;;;1793;1861
persName;Maria Freifrau von Aretin;;http://d-nb.info/gnd/116340037;;Aretin, Maria Freifrau von;http://lobid.org/gnd/search?q=Maria+Freifrau+von+Aretin;;1806;1891
persName;Timoleon Argyropoulos;;;;Argyropoulos, Timoleon;;;1847;1912
persName;Gisela Grimm;11907074X;http://d-nb.info/gnd/11907074X;;Grimm, Gisela;http://lobid.org/gnd/search?q=Gisela+Grimm;;1827;1889
persName;Berthold Auerbach;11865103X;http://d-nb.info/gnd/11865103X;;Auerbach, Berthold;http://lobid.org/gnd/search?q=Berthold+Auerbach;;1812;1882
persName;Francesco Azzurri;123838681;http://d-nb.info/gnd/123838681;;Azzurri, Francesco;http://lobid.org/gnd/search?q=Francesco+Azzurri;;1827;1901
persName;Luciano Banchi;116047844;;;Banchi, Luciano;;;1837;1887
persName;Francesca Di Maria Termine, Principessa di Baucina ;;;;Di Maria Termine, Francesca, Principessa di Baucina ;;;1848;1900
persName;Biagio Licata di Baucina;;;;di Baucina, Biagio Licata;;;1834;1893
persName;Francesco Bedoni;;;;Bedoni, Francesco;;;;
persName;Friederike von Belli de Pino;1121307280;;;Belli de Pino, Friederike von;;;1841;1929
persName;Julius Bergenroth;1036511049;;;Bergenroth, Julius;;;1817;1896
persName;Charles Berthoud;116149361;;;Berthoud, Charles;;;1813;1894
persName;Angelo Bertacchi;116148624;http://d-nb.info/gnd/116148624;;Bertacchi, Angelo;http://lobid.org/gnd/search?q=Angelo+Bertacchi;;1829;1888
persName;Moritz August Freiherr von Bethmann-Hollweg;118510339;;;Bethmann-Hollweg, Moritz August Freiherr von;;;1795;1877
persName;Anton Bettelheim;116155795;http://d-nb.info/gnd/116155795;;Bettelheim, Anton;http://lobid.org/gnd/search?q=Anton+Bettelheim;;1851;1930
persName;Guido Biagi;116161132;;;Biagi, Guido;;;1855;1925
persName;Friedrich Bienemann;116165545;;;Bienemann, Friedrich;;;1838;1903
persName;Vincenzo Bindi;11618373X;;;Bindi, Vincenzo;;;1852;1928
persName;Giovanni Bizio;1191842525;;;Bizio, Giovanni;http://lobid.org/gnd/search?q=Giovanni+Bizio;;1823;1891
orgName;Blätter für literarische Unterhaltung;4145798-5;http://d-nb.info/gnd/4145798-5;;Blätter für literarische Unterhaltung;http://lobid.org/gnd/search?q=Blätter+für+literarische+Unterhaltung;;;
persName;Karl Bleibtreu;118663909;;;Bleibtreu, Karl;;;1859;1928
persName;Emanuele Bollati di Saint-Pierre;116236221;;;Bollati di Saint-Pierre, Emanuele ;;;1822;1903
persName;Giovanni Battista Bolza;130112968;;;Bolza, Giovanni Battista;http://lobid.org/gnd/search?q=Giovanni+Battista+Bolza;;1801;1869
persName;Jean Henry Bon;;;;Bon, Jean Henry;http://lobid.org/gnd/search?q=Jean+Henry+Bon;;;
persName;Suzanne Henriette Bon;;;;Bon, Suzanne Henriette;http://lobid.org/gnd/search?q=Suzanne+Henriette+Bon;;;
persName;Ruggiero Bonghi;119427060;;;Bonghi, Ruggiero ;;;1826;1895
persName;Marie Boretius;;;;Boretius, Marie;;;1833;1905
persName;Georg Boretius;;http://d-nb.info/gnd/116252596;;Boretius, Georg;http://lobid.org/gnd/search?q=Georg+Boretius;;1813;1875
persName;Charlotte Boretius;;1854-1929, Sopranistin;;Boretius, Charlotte;http://lobid.org/gnd/search?q=Charlotte+Boretius;;1854;1929
persName;Clara Bornträger;1287275389;;;Bornträger, Clara;http://lobid.org/gnd/search?q=Clara+Bornträger;;1801;1887
persName;Ludwig Bornträger;143199706;;;Bornträger, Ludwig;http://lobid.org/gnd/search?q=Ludwig+Bornträger;;1828;1852
persName;Jean Bourdeau;10173770X;;;Bourdeau, Jean;;;1848;1928
persName;Gustav Brandes;116400706;;;Brandes, Gustav;;;1821;1880
persName;Otto Braun;116422211;;;Braun, Otto;;;1824;1900
persName;Eduard Brockhaus;116552115;;;Brockhaus, Eduard;http://lobid.org/gnd/search?q=Eduard+Brockhaus;;1829;1914
persName;Heinrich Brockhaus;116552433;;;Brockhaus, Heinrich;http://lobid.org/gnd/search?q=Heinrich+Brockhaus;;1804;1874
persName;Rudolf Brockhaus;116552891;;;Brockhaus, Rudolf;http://lobid.org/gnd/search?q=Rudolf+Brockhaus;;1838;1898
persName;Friedrich Bruckmann;116726245;;;Bruckmann, Friedrich;;;1814;1898
persName;Hedwig Gräfin von Brühl;1148470980;http://d-nb.info/gnd/1148470980;;Brühl, Hedwig Gräfin von;http://lobid.org/gnd/search?q=Hedwig+Gräfin+von+Brühl;;1805;1890
persName;Heinrich Brunn (?);116777273;;;Brunn, Heinrich (?);;;1822;1894
persName;James Bryce;118746170;;;Bryce, James;http://lobid.org/gnd/search?q=James+Bryce;;1838;1922
persName;Christian Karl Josias Freiherr von Bunsen;118668005;http://d-nb.info/gnd/118668005;;Bunsen, Christian Karl Josias Freiherr von;http://lobid.org/gnd/search?q=Christian+Karl+Josias+Freiherr+von+Bunsen;;1791;1860
persName;Andrea Busiri Vici;135872553;http://d-nb.info/gnd/135872553;;Busiri Vici, Andrea;http://lobid.org/gnd/search?q=Andrea+Busiri+Vici;;1818;1911
persName;Contessa Ada Caetani;;;;Caetani, Ada, duchessa di Sermoneta, principessa di Teano;http://lobid.org/gnd/search?q=Contessa+Ada+Caetani;;1846;1934
persName;Duchessa Enrichetta Caetani;130600989;http://d-nb.info/gnd/130600989;;Caetani, Enrichetta, duchessa di Sermoneta (ab 1882), principessa di Teano (ab 1882);http://lobid.org/gnd/search?q=Duchessa+Enrichetta+Caetani;;1831;1906
persName;Conte Onorato Caetani;129901261;;;Caetani, Onorato, duca di Sermoneta (ab 1882), principe di Teano;http://lobid.org/gnd/search?q=Conte+Onorato+Caetani;;1842;1917
persName;Contessa Ersilia Caetani Lovatelli;11640065X;http://d-nb.info/gnd/11640065X;;Caetani Lovatelli, Ersilia, Contessa;http://lobid.org/gnd/search?q=Contessa+Ersilia+Caetani+Lovatelli;;1840;1925
persName;Conte Michelangelo Caetani, duca di Sermoneta;116400617;http://d-nb.info/gnd/116400617;;Caetani, Michelangelo, duca di Sermoneta, principe di Teano;http://lobid.org/gnd/search?q=Conte+Michelangelo+Caetani,+duca+di+Sermoneta;;1804;1882
persName;Filippo Cagiati;129356298;http://d-nb.info/gnd/129356298;;Cagiati, Filippo;http://lobid.org/gnd/search?q=Filippo+Cagiati;;1821;1896
persName;Giovanni Battista Camozzi Vertova;1251986803;;;Camozzi Vertova, Giovanni Battista;http://lobid.org/gnd/search?q=Giovanni+Battista+Camozzi+Vertova;;1818;1906
persName;Giosuè Carducci;118668366;http://d-nb.info/gnd/118668366;;Carducci, Giosuè;http://lobid.org/gnd/search?q=Giosuè+Carducci;;1835;1907
persName;Piero Carboni;;;;Carboni, Piero;;;1857;1902
persName;Carl Alexander Großherzog von Sachsen-Weimar-Eisenach;119418134;http://d-nb.info/gnd/119418134;;Carl Alexander Großherzog von Sachsen-Weimar-Eisenach;http://lobid.org/gnd/search?q=Carl+Alexander+Großherzog+von+Sachsen-Weimar-Eisenach;;1818;1901
persName;Francesco Casotti;;;;Casotti, Francesco;;;1817;1899
persName;Michelangelo Castelli;101901518;;;Castelli, Michelangelo;;;1808;1875
persName;Enrico Casti;;;;Casti, Enrico;;;1831;1901
persName;Filippo Castiglioni;116472405;;;Castiglioni, Filippo;http://lobid.org/gnd/search?q=Filippo+Castiglioni;;;
persName;Wilhelm von Christ;116507748;;;Christ, Wilhelm von;http://lobid.org/gnd/search?q=Wilhelm+von+Christ;;1831;1906
persName;Emma Christensen;116508833;;;Christensen, Emma;http://lobid.org/gnd/search?q=Emma+Christensen;;;
persName;Ignazio Ciampi;11651714X;;;Ciampi, Ignazio;;;1824;1880
persName;Pierre-Marie-Anatole Chabouillet;116481064;;;Chabouillet, Pierre-Marie-Anatole;;;1814;1899
persName;Luigi Napoleone Cittadella;1146072678;;;Cittadella, Luigi Napoleone;;;1806;1877
persName;Lilian Clarke;;;;Clarke, Lilian;http://lobid.org/gnd/search?q=Lilian+Clarke;;1842;1921
persName;Friedrich Claudius;;;;Claudius, Friedrich;http://lobid.org/gnd/search?q=Friedrich+Claudius;;1824;1899
persName;Arminio Cohn;;;;Cohn, Arminio;;;1811;1891
orgName;Commissione conservatrice dei monumenti storici e di belle arti di terra d’Otranto;;;;Commissione conservatrice dei monumenti storici e di belle arti di terra d’Otranto;;;;
orgName;Reale Accademia delle Scienze di Torino (Präsidium);;;;Reale Accademia delle Scienze di Torino;;;;
persName;Georg Conrad;129692352;;;Conrad, Georg;;;1860;1934
persName;Thomas Constable;107546188X;;;Constable, Thomas;;;1812;1881
persName;Carl Adolf Cornelius;116680105;;;Cornelius, Carl Adolf;;;1819;1903
orgName;Corps Masovia;4645433-0;http://d-nb.info/gnd/4645433-0;;Corps Masovia;http://lobid.org/gnd/search?q=Corps+Masovia;;;
persName;Carl Freiherr Cotta von Cottendorf;129692336;http://d-nb.info/gnd/129692336;;Cotta von Cottendorf, Carl Freiherr;http://lobid.org/gnd/search?q=Carl+Freiherr+Cotta+von+Cottendorf;;1835;1888
persName;Johann Georg Freiherr Cotta von Cottendorf;11879972X;http://d-nb.info/gnd/11879972X;;Cotta von Cottendorf, Johann Georg Freiherr;http://lobid.org/gnd/search?q=Johann+Georg+Freiherr+Cotta+von+Cottendorf;;1796;1863
persName;Stefano Davari;116034769;;;Davari, Stefano;;;1836;1909
persName;Robert Davidsohn;116038179;http://d-nb.info/gnd/116038179;;Davidsohn, Robert;http://lobid.org/gnd/search?q=Robert+Davidsohn;;1853;1937
persName;Ludwig Bogumil Dawison;;;;Dawison, Ludwig Bogumil;;;um 1852;1925
persName;Giacomo Da Fieno;;;;Da Fieno, Giacomo;;;;
persName;Pietro de Donato Giannini;;;;de Donato Giannini, Pietro;http://lobid.org/gnd/search?q=Pietro+de+Donato+Giannini;;1843;1912
persName;Angelo De Gubernatis;119454270;http://d-nb.info/gnd/119454270;;De Gubernatis, Angelo;http://lobid.org/gnd/search?q=Angelo+De+Gubernatis;;1840;1913
persName;Giovanni Battista De Rossi;119120852;http://d-nb.info/gnd/119120852;;De Rossi, Giovanni Battista;http://lobid.org/gnd/search?q=Giovanni+Battista+De+Rossi;;1822;1894
persName;Luigi Giuseppe De Simone;128349069;http://d-nb.info/gnd/128349069;;De Simone, Luigi Giuseppe;http://lobid.org/gnd/search?q=Luigi+Giuseppe+De+Simone;;1835;1902
persName;Christine Thaler (del Negro);116064633;http://d-nb.info/gnd/116064633;;Thaler (del Negro), Christine;http://lobid.org/gnd/search?q=Christine+Thaler+(del+Negro);;1853;1936
persName;Contessa Maria Teresa Serego Alighieri Gozzadini;1154629392;;;Serego Alighieri Gozzadini, Maria Teresa, Contessa;http://lobid.org/gnd/search?q=Contessa+Maria+Teresa+Serego+Alighieri+Gozzadini;;1812;1881
persName;Ignaz Ritter von Döllinger;118526243;http://d-nb.info/gnd/118526243;;Döllinger, Ignaz Ritter von;http://lobid.org/gnd/search?q=Ignaz+Ritter+von+Döllinger;;1799;1890
persName;Therese Draeseke;116194278;http://d-nb.info/gnd/116194278;;Draeseke, Therese;http://lobid.org/gnd/search?q=Therese+Draeseke;;1820;1893
persName;Wilhelm Drumann;100113842;http://d-nb.info/gnd/100113842;;Drumann, Wilhelm;http://lobid.org/gnd/search?q=Wilhelm+Drumann;;1786;1861
persName;Ernst Dümmler;116238909;http://d-nb.info/gnd/116238909;;Dümmler, Ernst;http://lobid.org/gnd/search?q=Ernst+Dümmler;;1830;1902
persName;Karl Egon Ebert;100116450;;;Ebert, Karl Egon;;;1801;1882
persName;Johann Peter Eckermann;118528777 ;;;Eckermann, Johann Peter;http://lobid.org/gnd/search?q=Johann+Peter+Eckermann;;1792;1854
persName;Friedrich Eggers;119022486;http://d-nb.info/gnd/119022486;;Eggers, Friedrich;http://lobid.org/gnd/search?q=Friedrich+Eggers;;1819;1872
persName;Luise von Eisenhart;11852965X;;;Eisenhart, Luise von;;;1828;1901
persName;Hermann Elgnowski;129692379;http://d-nb.info/gnd/129692379;;Elgnowski, Hermann;http://lobid.org/gnd/search?q=Hermann+Elgnowski;;1860;1936
persName;Ottilie Elgnowski;116447591;http://d-nb.info/gnd/116447591;;Elgnowski, Ottilie;http://lobid.org/gnd/search?q=Ottilie+Elgnowski;;1834;1907
persName;Ottilie Gregorovius;116447591;;;Gregorovius, Ottilie;;;1834;1907
persName;Paolo Emiliani Giudici;119357151;http://d-nb.info/gnd/119357151;;Emiliani Giudici, Paolo;http://lobid.org/gnd/search?q=Paolo+Emiliani+Giudici;;1812;1872
persName;Gabriella Erhardt;;;;Erhardt, Gabriella;http://lobid.org/gnd/search?q=Gabriella+Erhardt;;1858;1920
persName;Sophie Erhardt;;;;Erhardt, Sophie;http://lobid.org/gnd/search?q=Sophie+Erhardt;;1826;1914
persName;Wolfgang Erhardt;116537167;;;Erhardt, Wolfgang;http://lobid.org/gnd/search?q=Wolfgang+Erhardt;;1819;1906
persName;Giovanni Eroli;124363547;http://d-nb.info/gnd/124363547;;Eroli, Giovanni;http://lobid.org/gnd/search?q=Giovanni+Eroli;;1813;1904
orgName;Kaiser-Joseph-Festcomité der deutschen Studenten in Wien;;;;Kaiser-Joseph-Festcomité der deutschen Studenten in Wien;;;;
orgName;F. A. Brockhaus Verlag;65191-6;;;F. A. Brockhaus Verlag;http://lobid.org/gnd/search?q=F.+A.+Brockhaus+Verlag;;;
persName;F. A. Brockhaus Verlag (Druckerei);;;;F. A. Brockhaus Verlag (Druckerei);;;;
persName;Adalbert Falk;118683020;;;Falk, Adalbert;;;1827;1900
persName;Ferdinand Falkson;116396687;http://d-nb.info/gnd/116396687;;Falkson, Ferdinand;http://lobid.org/gnd/search?q=Ferdinand+Falkson;;1820;1900
persName;Carl Eduard Faltin;;;;Faltin, Carl Eduard;;;1823;1889
persName;Klara Faltin;130057436;http://d-nb.info/gnd/130057436;;Faltin, Klara;http://lobid.org/gnd/search?q=Klara+Faltin;;1834;1914
persName;Margarete Faltin;;;;Faltin, Margarete;http://lobid.org/gnd/search?q=Margarete+Faltin;;1865;1929
persName;Louise von Schleswig-Holstein-Sonderburg-Augustenburg;10144088X;;;Feodora von Schleswig-Holstein-Sonderburg-Augustenburg;;;1866;1952
persName;Ernst Francke;116697407;;;Francke, Ernst;;;1852;1921
persName;Luigi Frati;142432334;;;Frati, Luigi;;;1815;1902
persName;Emilia Viola Ferretti;172068592;http://d-nb.info/gnd/172068592;;Ferretti Viola, Emilia;http://lobid.org/gnd/search?q=Emilia+Viola+Ferretti;;1844;1929
persName;Luigi Crisostomo Ferrucci;116472987;;;Ferrucci, Luigi Crisostomo ;;;1797;1877
persName;Kuno Fischer;118533401;http://d-nb.info/gnd/118533401;;Fischer, Kuno;http://lobid.org/gnd/search?q=Kuno+Fischer;;1824;1907
persName;Cesare Foucard;1150730633;http://d-nb.info/gnd/1150730633;;Foucard, Cesare;http://lobid.org/gnd/search?q=Cesare+Foucard;;1825;1892
persName;Edward Augustus Freeman;117536784;http://d-nb.info/gnd/117536784;;Freeman, Edward Augustus;http://lobid.org/gnd/search?q=Edward+Augustus+Freeman;;1823;1892
persName;Ferdinand Freiligrath;118535196;http://d-nb.info/gnd/118535196;;Freiligrath, Ferdinand;http://lobid.org/gnd/search?q=Ferdinand+Freiligrath;;1810;1876
persName;Karl Frenzel;119139812;;;Frenzel, Karl;http://lobid.org/gnd/search?q=Karl+Frenzel;;1827;1914
persName;Julius Friedländer;116797266;;;Friedländer, Julius;http://lobid.org/gnd/search?q=Julius+Friedländer;;1813;1884
persName;Ludwig Friedländer;118693433;;;Friedländer, Ludwig;http://lobid.org/gnd/search?q=Ludwig+Friedländer;;1824;1909
persName;Luigi Fumi;123802431;http://d-nb.info/gnd/123802431;;Fumi, Luigi;http://lobid.org/gnd/search?q=Luigi+Fumi;;1849;1934
persName;Helene Freifrau von Gablenz;1162917407;;;Gablenz, Helene Freifrau von;;;1837;1899
persName;Tommaso Gar;118900897;http://d-nb.info/gnd/118900897;;Gar, Tommaso;http://lobid.org/gnd/search?q=Tommaso+Gar;;1808;1871
